	CRISPR-SMPL-1	CRISPR-CNTRL-1	CRISPR-SMPL-2	CRISPR-CNTRL-2	CRISPR-SMPL-3	CRISPR-CNTRL-3
gRNA-No-00705	148	191	105	482	155	131
gRNA-No-00706	10	18	17	102	59	38
gRNA-No-00707	3	13	0	0	0	0
gRNA-No-00708	0	0	0	0	0	0
gRNA-No-00709	16	43	2	9	6	11
gRNA-No-00710	53	94	40	379	78	75
gRNA-No-03990	27	54	20	162	54	34
gRNA-No-00712	6	12	0	8	0	0
gRNA-No-00713	58	81	41	132	31	25
gRNA-No-00714	0	0	0	0	1	0
gRNA-No-00715	32	75	23	82	39	50
gRNA-No-00716	73	54	14	90	20	23
gRNA-No-38729	2	15	8	30	2	0
gRNA-No-00719	0	0	0	0	0	0
gRNA-No-00720	25	83	23	80	24	22
gRNA-No-00721	138	97	90	308	177	181
gRNA-No-00722	0	0	0	0	5	7
gRNA-No-00723	19	44	40	211	33	31
gRNA-No-08857	51	33	7	3	14	17
gRNA-No-00726	7	4	0	12	5	5
gRNA-No-08858	0	0	0	0	0	0
gRNA-No-00728	20	12	2	15	2	0
gRNA-No-00729	0	0	0	0	0	0
gRNA-No-00731	75	71	46	239	148	95
gRNA-No-00732	94	68	73	298	74	52
gRNA-No-00733	94	121	118	470	191	157
gRNA-No-00734	157	213	48	177	115	63
gRNA-No-00735	30	48	14	92	34	18
gRNA-No-00736	3	16	2	4	4	13
gRNA-No-00737	64	135	9	69	5	6
gRNA-No-00738	157	221	74	365	152	156
gRNA-No-00740	80	80	40	158	34	17
gRNA-No-00741	52	58	34	171	32	47
gRNA-No-00742	3	49	9	199	5	66
gRNA-No-00743	8	40	40	200	63	46
gRNA-No-00744	0	2	1	9	1	0
gRNA-No-00745	14	145	16	233	22	167
gRNA-No-00746	255	338	118	591	206	210
gRNA-No-00748	50	69	36	271	90	94
gRNA-No-00749	989	1408	578	2306	1117	996
gRNA-No-00750	184	251	95	616	162	140
gRNA-No-00751	67	59	13	121	22	32
gRNA-No-00752	130	143	59	279	232	206
gRNA-No-04233	44	36	29	76	21	46
gRNA-No-00754	12	18	20	84	41	55
gRNA-No-00755	0	4	0	15	1	7
gRNA-No-00756	29	55	25	96	88	105
gRNA-No-00757	0	0	1	0	0	0
gRNA-No-00758	85	125	71	305	113	79
gRNA-No-00759	0	0	0	0	0	0
gRNA-No-00760	3	24	18	175	3	12
gRNA-No-00761	12	16	7	41	28	31
gRNA-No-00762	121	170	26	197	85	108
gRNA-No-04258	130	159	27	120	78	70
gRNA-No-00765	47	61	30	144	41	41
gRNA-No-00766	107	229	51	392	139	175
gRNA-No-04313	80	97	6	40	21	24
gRNA-No-00768	0	5	3	41	14	18
gRNA-No-00769	0	2	0	0	0	0
gRNA-No-14723	20	44	8	146	33	35
gRNA-No-00772	2	0	0	0	0	0
gRNA-No-04318	0	0	0	0	4	13
gRNA-No-00774	20	45	0	15	4	17
gRNA-No-00775	0	1	0	0	0	0
gRNA-No-16223	49	55	16	48	4	7
gRNA-No-00777	24	78	21	117	58	45
gRNA-No-25822	265	377	125	662	361	256
gRNA-No-00780	27	41	14	45	29	54
gRNA-No-00782	12	24	17	53	9	10
gRNA-No-00784	14	31	0	0	0	0
gRNA-No-39745	96	115	24	197	88	77
gRNA-No-33175	96	114	58	205	104	73
gRNA-No-00788	317	390	218	1094	279	279
gRNA-No-00789	52	48	96	593	74	57
gRNA-No-00790	0	1	0	9	1	3
gRNA-No-00791	21	27	22	105	61	28
gRNA-No-00792	0	1	0	3	0	1
gRNA-No-00793	0	0	0	30	0	0
gRNA-No-00794	0	0	0	0	0	0
gRNA-No-04522	623	888	280	1593	910	744
gRNA-No-00796	167	330	60	401	220	215
gRNA-No-00797	6	22	1	38	12	13
gRNA-No-00798	77	66	8	76	31	21
gRNA-No-00799	311	418	119	634	318	260
gRNA-No-00800	0	0	0	2	3	0
gRNA-No-00801	79	90	21	212	23	30
gRNA-No-00802	52	83	36	134	46	35
gRNA-No-00804	0	0	0	0	0	0
gRNA-No-00805	36	18	7	18	4	9
gRNA-No-00807	0	0	0	0	0	0
gRNA-No-00808	165	224	121	440	176	131
gRNA-No-00809	158	245	92	523	181	160
gRNA-No-00810	22	17	23	193	84	48
gRNA-No-08868	0	0	0	0	0	0
gRNA-No-00811	11	6	13	37	10	10
gRNA-No-00812	33	49	8	52	42	43
gRNA-No-00813	44	86	37	237	80	58
gRNA-No-00814	66	87	55	240	112	91
gRNA-No-00815	7	23	2	2	17	27
gRNA-No-00816	75	130	20	118	68	65
gRNA-No-00817	88	99	72	298	74	69
gRNA-No-00818	8	27	16	70	12	21
gRNA-No-00819	25	43	5	32	15	11
gRNA-No-00820	276	368	179	860	404	346
gRNA-No-00821	24	45	42	257	69	58
gRNA-No-00822	183	244	115	584	199	190
gRNA-No-00823	23	19	1	42	36	74
gRNA-No-47149	14	19	15	112	13	10
gRNA-No-42818	51	62	74	292	67	74
gRNA-No-00826	1	8	4	32	0	0
gRNA-No-00828	112	120	36	159	115	90
gRNA-No-00830	54	57	24	91	23	23
gRNA-No-00832	5	7	3	17	1	0
gRNA-No-00833	26	59	46	218	86	80
gRNA-No-00835	385	491	205	773	337	334
gRNA-No-00836	22	57	17	106	19	26
gRNA-No-00501	0	0	0	0	0	0
gRNA-No-00839	30	67	36	128	54	34
gRNA-No-00840	145	188	135	798	193	145
gRNA-No-00841	0	0	0	0	0	0
gRNA-No-00843	46	61	90	299	118	110
gRNA-No-00844	84	92	14	68	12	29
gRNA-No-00845	337	310	171	922	351	280
gRNA-No-00846	9	11	0	16	12	6
gRNA-No-00847	79	133	47	185	7	16
gRNA-No-00848	14	29	22	123	2	8
gRNA-No-00849	55	95	59	306	127	95
gRNA-No-00850	0	0	0	1	10	6
gRNA-No-00852	80	101	54	269	186	147
gRNA-No-00853	148	211	36	276	179	155
gRNA-No-00854	0	0	0	0	0	0
gRNA-No-00855	85	94	1	2	146	88
gRNA-No-00856	214	233	86	389	130	109
gRNA-No-00857	17	6	3	2	13	15
gRNA-No-00859	5	9	0	0	0	0
gRNA-No-00861	85	98	29	341	19	90
gRNA-No-00862	73	90	45	195	98	111
gRNA-No-00863	0	1	9	34	30	14
gRNA-No-05051	245	377	164	850	362	291
gRNA-No-00865	23	221	12	223	17	91
gRNA-No-00866	0	3	1	11	13	23
gRNA-No-00867	33	330	37	757	56	336
gRNA-No-00868	125	218	50	275	136	194
gRNA-No-00869	70	261	40	486	85	175
gRNA-No-00870	0	1	0	0	6	16
gRNA-No-00871	7	54	22	74	46	29
gRNA-No-08885	1	0	2	0	25	16
gRNA-No-00874	0	0	4	21	0	4
gRNA-No-00875	0	1	1	45	0	4
gRNA-No-05136	70	51	13	105	56	56
gRNA-No-00877	0	0	3	10	0	0
gRNA-No-05138	0	0	0	0	0	0
gRNA-No-00879	0	0	0	0	0	0
gRNA-No-00880	116	189	34	229	103	96
gRNA-No-05144	240	331	119	653	237	172
gRNA-No-05147	38	53	7	60	17	4
gRNA-No-05151	25	44	28	171	25	18
gRNA-No-00888	1	0	0	0	0	0
gRNA-No-00889	0	0	0	0	0	0
gRNA-No-00890	0	0	0	0	0	0
gRNA-No-00891	184	256	83	337	161	151
gRNA-No-00892	40	107	8	79	31	32
gRNA-No-00893	42	60	31	214	10	24
gRNA-No-00894	19	18	0	9	1	0
gRNA-No-00895	1	4	45	99	20	22
gRNA-No-00896	44	78	14	26	175	157
gRNA-No-00897	170	231	81	369	163	171
gRNA-No-00898	218	296	103	514	233	195
gRNA-No-00899	90	114	41	303	115	130
gRNA-No-11690	105	119	41	144	23	44
gRNA-No-00902	0	0	0	0	0	0
gRNA-No-00903	8	40	32	168	138	92
gRNA-No-00904	36	12	2	2	5	2
gRNA-No-00905	65	128	47	174	107	90
gRNA-No-00906	72	107	83	337	159	181
gRNA-No-00907	4	4	2	23	5	6
gRNA-No-00908	52	54	5	161	3	39
gRNA-No-00909	0	4	35	38	0	0
gRNA-No-00910	4	4	6	0	0	0
gRNA-No-00911	0	0	0	0	0	0
gRNA-No-00912	140	157	84	313	161	147
gRNA-No-00913	0	1	0	0	21	16
gRNA-No-00914	0	0	0	0	0	0
gRNA-No-00915	0	2	0	0	0	4
gRNA-No-00916	22	14	2	25	95	51
gRNA-No-00917	0	0	15	116	16	22
gRNA-No-00918	37	120	35	252	50	107
gRNA-No-00919	0	0	2	5	15	13
gRNA-No-00920	100	105	32	198	50	63
gRNA-No-00921	368	479	187	895	466	423
gRNA-No-00922	119	123	65	289	96	120
gRNA-No-00923	84	130	10	58	105	94
gRNA-No-00924	30	43	3	17	32	32
gRNA-No-00925	159	198	86	307	181	126
gRNA-No-00926	0	0	0	0	0	0
gRNA-No-00927	0	7	0	7	0	2
gRNA-No-00928	0	0	0	0	0	0
gRNA-No-25863	74	120	20	177	51	59
gRNA-No-00930	2	13	1	0	10	16
gRNA-No-00931	137	141	119	452	51	62
gRNA-No-00932	114	98	18	150	47	66
gRNA-No-00933	50	82	16	109	66	72
gRNA-No-44197	170	220	172	781	152	175
gRNA-No-00935	37	67	10	64	30	38
gRNA-No-00936	6	24	0	2	23	34
gRNA-No-05331	55	43	4	37	35	58
gRNA-No-05337	95	201	69	302	78	103
gRNA-No-00939	2	17	0	0	2	1
gRNA-No-05339	8	0	0	6	13	10
gRNA-No-05340	0	0	0	0	0	0
gRNA-No-05341	111	156	58	362	69	62
gRNA-No-05342	295	506	162	1070	239	255
gRNA-No-05343	29	51	25	133	37	8
gRNA-No-00945	1	27	6	43	30	37
gRNA-No-00946	80	173	54	410	82	82
gRNA-No-00947	7	12	26	113	69	49
gRNA-No-00948	324	404	174	973	263	195
gRNA-No-00949	0	0	0	0	0	0
gRNA-No-37825	83	95	53	201	52	72
gRNA-No-36147	179	267	104	571	229	235
gRNA-No-37852	60	76	23	164	109	186
gRNA-No-00953	181	250	79	544	204	265
gRNA-No-00954	20	25	8	9	38	28
gRNA-No-36478	144	205	87	567	191	228
gRNA-No-00956	17	25	3	8	0	0
gRNA-No-37951	4	4	0	7	0	4
gRNA-No-00958	34	79	36	199	104	64
gRNA-No-00959	2	3	5	10	0	4
gRNA-No-05469	0	0	0	0	0	1
gRNA-No-05470	24	22	21	110	18	22
gRNA-No-00965	10	15	0	0	0	0
gRNA-No-00968	3	44	2	113	1	25
gRNA-No-00969	0	1	1	12	0	3
gRNA-No-00970	0	0	0	0	0	0
gRNA-No-00971	17	27	25	74	3	0
gRNA-No-00972	46	60	8	79	31	18
gRNA-No-00973	177	149	132	532	344	250
gRNA-No-00974	4	7	0	26	1	0
gRNA-No-00975	54	74	8	140	46	34
gRNA-No-00976	3	11	0	14	12	16
gRNA-No-00977	69	90	37	248	160	149
gRNA-No-00978	38	36	19	83	34	16
gRNA-No-00979	42	67	13	129	27	49
gRNA-No-00980	19	6	0	0	5	6
gRNA-No-00981	236	359	161	814	197	135
gRNA-No-00982	0	0	2	0	0	0
gRNA-No-51101	160	194	64	308	161	127
gRNA-No-00984	14	14	12	124	1	1
gRNA-No-00986	88	151	37	167	102	86
gRNA-No-00987	34	52	0	0	5	0
gRNA-No-00988	127	207	37	208	65	31
gRNA-No-00989	0	0	0	0	0	0
gRNA-No-00990	33	63	31	177	20	13
gRNA-No-00991	0	0	0	0	29	6
gRNA-No-17221	39	78	13	104	11	7
gRNA-No-00993	7	4	7	34	26	8
gRNA-No-00994	19	40	8	22	9	9
gRNA-No-00995	231	261	134	625	264	265
gRNA-No-00996	681	768	421	2042	690	582
gRNA-No-00997	288	363	184	612	174	178
gRNA-No-00999	0	0	0	0	0	0
gRNA-No-01000	0	0	0	0	0	0
gRNA-No-01001	170	283	134	841	248	349
gRNA-No-30299	77	308	42	518	84	316
gRNA-No-01003	23	22	22	65	18	24
gRNA-No-01004	16	27	15	42	56	38
gRNA-No-01005	0	0	0	0	0	0
gRNA-No-01006	57	66	29	104	124	108
gRNA-No-00117	40	66	15	28	17	16
gRNA-No-01009	191	211	69	286	82	82
gRNA-No-30311	193	223	111	564	205	113
gRNA-No-00119	114	260	48	305	85	116
gRNA-No-01012	0	0	0	0	0	0
gRNA-No-01013	0	0	1	5	2	0
gRNA-No-01015	44	82	32	113	120	102
gRNA-No-01016	265	425	182	992	293	272
gRNA-No-01017	10	17	0	0	12	9
gRNA-No-01018	95	132	61	189	138	78
gRNA-No-01019	152	205	86	390	150	124
gRNA-No-01020	3	13	3	20	10	6
gRNA-No-01021	5	6	15	60	9	15
gRNA-No-17228	0	0	3	19	7	1
gRNA-No-01023	102	150	62	266	136	89
gRNA-No-01024	21	58	13	85	6	13
gRNA-No-01026	147	134	55	361	151	145
gRNA-No-01027	14	43	12	186	31	102
gRNA-No-01028	28	18	12	101	44	51
gRNA-No-01029	0	0	0	0	0	0
gRNA-No-01030	14	63	16	81	25	25
gRNA-No-01031	116	223	106	443	198	175
gRNA-No-01032	24	30	21	112	66	30
gRNA-No-01036	7	37	10	57	29	66
gRNA-No-01037	334	587	234	1260	319	333
gRNA-No-01038	0	12	0	0	0	0
gRNA-No-01039	4	4	29	97	21	21
gRNA-No-01040	0	0	0	0	0	0
gRNA-No-01042	125	245	28	281	135	247
gRNA-No-01043	0	0	0	0	0	0
gRNA-No-01044	74	74	41	200	36	68
gRNA-No-01045	0	2	5	20	0	0
gRNA-No-01047	18	39	14	68	0	0
gRNA-No-01048	159	155	85	379	193	174
gRNA-No-01049	100	136	27	214	180	136
gRNA-No-01050	7	42	3	39	20	6
gRNA-No-01051	5	129	8	370	13	177
gRNA-No-01052	70	163	19	112	124	109
gRNA-No-01053	3	4	21	71	83	66
gRNA-No-01055	100	127	64	219	58	50
gRNA-No-01058	6	8	6	22	39	29
gRNA-No-01059	0	0	0	0	0	0
gRNA-No-01060	3	2	0	0	1	1
gRNA-No-01061	0	0	0	0	0	0
gRNA-No-01062	0	0	0	0	0	0
gRNA-No-01063	174	221	25	150	93	124
gRNA-No-01064	5	24	7	69	28	44
gRNA-No-01065	320	427	164	838	387	306
gRNA-No-01066	34	30	10	48	21	1
gRNA-No-01068	24	22	3	69	6	31
gRNA-No-01069	192	290	137	799	416	414
gRNA-No-01070	0	0	0	21	0	0
gRNA-No-05908	12	10	1	19	5	6
gRNA-No-01072	238	290	73	418	279	210
gRNA-No-01073	266	295	102	639	193	159
gRNA-No-05921	47	85	61	278	27	42
gRNA-No-01075	28	50	37	174	75	96
gRNA-No-01076	94	124	52	280	70	72
gRNA-No-32660	405	484	169	741	351	265
gRNA-No-01079	10	14	0	10	4	4
gRNA-No-01080	109	170	76	253	66	63
gRNA-No-01081	0	4	10	70	0	2
gRNA-No-01083	0	0	0	0	0	0
gRNA-No-01084	5	8	17	38	16	5
gRNA-No-01085	2	0	0	0	5	5
gRNA-No-01087	2	3	14	28	3	11
gRNA-No-01088	5	10	0	3	0	2
gRNA-No-01089	0	0	0	0	5	3
gRNA-No-01090	2	24	1	16	2	42
gRNA-No-01093	142	147	41	200	118	116
gRNA-No-01094	53	56	16	91	50	50
gRNA-No-01095	0	0	0	0	0	0
gRNA-No-01096	11	18	0	0	6	0
gRNA-No-01097	101	152	37	166	122	138
gRNA-No-51092	0	0	0	0	0	0
gRNA-No-01100	0	2	0	0	5	13
gRNA-No-01101	159	206	60	389	199	158
gRNA-No-01102	254	364	92	315	283	220
gRNA-No-01103	42	47	39	244	57	65
gRNA-No-01104	89	165	57	483	96	115
gRNA-No-01105	0	0	0	0	0	0
gRNA-No-01107	89	156	38	244	155	142
gRNA-No-01108	0	0	0	2	0	0
gRNA-No-01109	0	0	0	0	0	0
gRNA-No-01110	2	9	1	11	24	31
gRNA-No-01111	74	120	20	116	65	62
gRNA-No-01112	7	19	10	55	19	26
gRNA-No-01113	73	113	37	213	141	166
gRNA-No-01114	100	131	33	238	116	81
gRNA-No-01116	0	0	0	0	0	0
gRNA-No-01117	21	24	0	43	32	52
gRNA-No-01118	2	1	4	0	0	1
gRNA-No-06230	0	0	0	3	0	0
gRNA-No-01120	0	0	0	0	1	0
gRNA-No-01121	61	90	96	339	127	116
gRNA-No-01122	16	38	42	143	36	32
gRNA-No-06254	261	400	110	725	249	233
gRNA-No-06256	5	12	70	350	9	12
gRNA-No-06259	116	411	65	712	84	266
gRNA-No-02045	1	42	1	14	25	37
gRNA-No-31016	17	33	9	108	32	44
gRNA-No-02066	2	1	7	67	10	7
gRNA-No-01129	53	73	20	188	40	57
gRNA-No-01130	117	174	65	420	41	36
gRNA-No-01131	128	246	96	664	177	251
gRNA-No-01132	50	90	17	194	49	89
gRNA-No-02101	295	303	69	481	288	242
gRNA-No-01134	0	0	0	0	0	0
gRNA-No-01135	0	0	0	0	0	0
gRNA-No-01137	29	46	26	71	20	13
gRNA-No-01138	0	0	0	0	0	0
gRNA-No-01139	67	67	42	225	81	62
gRNA-No-01140	173	176	76	324	165	136
gRNA-No-01141	95	186	24	186	126	157
gRNA-No-01142	10	8	3	35	0	1
gRNA-No-01143	2	0	2	5	9	11
gRNA-No-01145	3	4	4	13	15	8
gRNA-No-01146	20	18	24	37	21	14
gRNA-No-06322	91	99	51	249	246	125
gRNA-No-01148	50	39	11	68	37	39
gRNA-No-01149	73	182	43	213	71	56
gRNA-No-01150	19	16	18	69	3	6
gRNA-No-01151	1	0	0	5	4	8
gRNA-No-01152	37	51	8	91	39	60
gRNA-No-01153	5	14	0	0	0	0
gRNA-No-01154	0	0	0	0	0	0
gRNA-No-01155	0	0	0	0	0	2
gRNA-No-01156	2	9	3	27	0	0
gRNA-No-01157	64	91	3	43	56	60
gRNA-No-01159	160	312	110	719	187	197
gRNA-No-01160	2	13	0	1	0	0
gRNA-No-01161	7	13	0	0	0	0
gRNA-No-01163	66	76	42	338	49	51
gRNA-No-01166	28	37	8	66	8	7
gRNA-No-01167	145	135	62	251	121	86
gRNA-No-01168	124	139	41	185	53	64
gRNA-No-01169	0	0	5	4	0	0
gRNA-No-01170	24	22	22	75	4	7
gRNA-No-37769	317	323	120	566	250	221
gRNA-No-01173	14	26	6	37	0	1
gRNA-No-01174	338	453	130	797	325	271
gRNA-No-01175	37	73	25	87	29	46
gRNA-No-01176	365	431	153	543	308	260
gRNA-No-01177	11	43	11	44	51	45
gRNA-No-01178	110	140	65	322	159	119
gRNA-No-01179	0	0	0	1	0	0
gRNA-No-01180	0	0	0	0	0	6
gRNA-No-01181	25	33	22	199	32	68
gRNA-No-01182	0	0	0	0	0	0
gRNA-No-01183	0	0	0	0	0	0
gRNA-No-47681	2	89	3	59	7	54
gRNA-No-33494	24	36	9	27	57	66
gRNA-No-50317	150	145	28	146	154	128
gRNA-No-01188	30	98	18	252	104	102
gRNA-No-01189	68	107	46	260	94	53
gRNA-No-01190	2	20	31	89	23	8
gRNA-No-01191	30	45	27	131	48	41
gRNA-No-01192	1	4	0	1	0	4
gRNA-No-01193	13	30	12	51	95	57
gRNA-No-33495	0	0	0	0	0	0
gRNA-No-01194	78	158	52	262	153	145
gRNA-No-01195	138	179	57	176	115	98
gRNA-No-01196	4	25	0	0	0	7
gRNA-No-01197	327	379	163	725	517	430
gRNA-No-01198	7	1	5	30	26	34
gRNA-No-01199	66	68	4	97	9	12
gRNA-No-01200	0	2	0	0	0	0
gRNA-No-01201	0	38	0	21	0	26
gRNA-No-01202	154	204	65	388	161	120
gRNA-No-01203	6	171	3	109	5	108
gRNA-No-01206	0	0	0	0	0	0
gRNA-No-01207	0	0	0	0	0	0
gRNA-No-01208	126	129	73	349	115	109
gRNA-No-01209	4	12	14	123	17	44
gRNA-No-01211	0	0	0	0	0	0
gRNA-No-01212	12	28	0	49	4	12
gRNA-No-01213	381	621	261	1120	574	461
gRNA-No-01214	0	0	0	0	0	0
gRNA-No-01215	24	13	4	21	1	0
gRNA-No-06594	0	0	0	0	2	0
gRNA-No-06596	0	1	21	85	9	4
gRNA-No-01219	7	25	40	212	36	20
gRNA-No-01220	394	559	166	980	524	395
gRNA-No-06600	0	0	0	0	0	0
gRNA-No-01222	148	168	109	503	82	73
gRNA-No-35503	68	106	53	219	81	82
gRNA-No-01224	50	74	19	179	114	98
gRNA-No-01225	55	48	44	217	97	64
gRNA-No-38512	32	42	5	21	10	17
gRNA-No-01227	0	0	0	0	0	0
gRNA-No-01228	25	50	12	39	48	54
gRNA-No-01229	0	0	0	0	0	0
gRNA-No-01230	255	239	73	394	184	157
gRNA-No-01231	0	0	0	0	0	0
gRNA-No-06645	7	10	13	16	0	1
gRNA-No-01233	91	107	69	209	4	54
gRNA-No-01236	0	0	0	0	0	0
gRNA-No-01237	109	314	60	361	69	88
gRNA-No-06653	283	371	144	734	382	360
gRNA-No-06655	64	110	40	159	54	51
gRNA-No-13659	0	1	0	0	0	0
gRNA-No-01242	32	46	22	116	56	59
gRNA-No-01243	0	0	0	0	0	0
gRNA-No-36266	0	20	0	28	0	0
gRNA-No-46064	0	0	0	0	0	0
gRNA-No-01247	9	17	16	53	85	72
gRNA-No-27828	4	3	0	0	0	0
gRNA-No-01251	12	3	4	20	0	1
gRNA-No-00170	0	0	0	0	0	0
gRNA-No-21751	1	8	8	28	2	5
gRNA-No-01255	9	14	5	33	65	65
gRNA-No-25875	0	0	0	0	0	0
gRNA-No-27836	0	0	0	0	0	0
gRNA-No-01259	113	161	58	323	138	150
gRNA-No-48314	54	82	52	206	69	109
gRNA-No-42860	33	31	29	121	26	30
gRNA-No-42861	0	0	0	0	0	0
gRNA-No-01263	0	0	0	0	0	0
gRNA-No-26383	19	2	8	95	1	4
gRNA-No-01265	96	147	23	117	58	70
gRNA-No-42862	5	6	0	20	12	6
gRNA-No-07002	84	107	51	249	130	117
gRNA-No-07003	6	0	6	10	0	1
gRNA-No-07005	65	65	40	276	43	40
gRNA-No-07007	24	41	20	51	65	54
gRNA-No-01271	74	93	60	298	128	97
gRNA-No-01272	42	87	17	93	40	26
gRNA-No-01273	24	45	12	65	23	40
gRNA-No-01274	204	325	123	531	155	180
gRNA-No-01275	0	0	0	0	0	0
gRNA-No-01277	0	0	0	0	0	0
gRNA-No-01278	314	384	161	883	190	211
gRNA-No-01279	168	177	48	367	76	108
gRNA-No-01280	2	11	0	9	2	1
gRNA-No-01281	0	0	0	1	0	0
gRNA-No-01282	125	115	73	380	118	97
gRNA-No-09085	24	53	19	43	42	45
gRNA-No-01284	61	93	63	318	51	32
gRNA-No-01285	121	134	107	365	130	182
gRNA-No-01287	106	176	29	142	46	39
gRNA-No-01291	178	229	27	229	127	109
gRNA-No-01292	5	8	8	20	2	3
gRNA-No-01293	0	0	1	17	0	0
gRNA-No-01295	0	0	0	0	0	0
gRNA-No-01296	38	80	21	122	35	31
gRNA-No-01297	22	29	2	16	43	30
gRNA-No-01298	140	116	23	136	33	32
gRNA-No-01300	99	118	110	649	160	134
gRNA-No-01301	17	33	17	70	81	28
gRNA-No-18052	111	119	87	365	155	118
gRNA-No-01306	4	2	0	0	32	13
gRNA-No-01307	100	107	41	174	95	89
gRNA-No-01308	0	0	0	0	0	0
gRNA-No-01309	234	273	95	516	297	253
gRNA-No-01310	39	20	26	153	35	22
gRNA-No-01311	53	56	38	193	107	102
gRNA-No-01312	36	48	34	153	38	41
gRNA-No-01313	17	22	28	116	33	16
gRNA-No-01314	80	97	49	298	81	70
gRNA-No-01315	122	184	75	365	126	137
gRNA-No-18053	33	57	23	84	51	27
gRNA-No-01317	143	172	73	380	121	85
gRNA-No-01321	0	0	8	44	1	0
gRNA-No-01322	270	296	17	107	106	127
gRNA-No-01323	16	20	14	67	15	20
gRNA-No-01324	4	14	0	9	2	2
gRNA-No-01325	0	0	5	39	0	0
gRNA-No-36073	126	105	95	478	100	47
gRNA-No-01327	25	39	4	32	58	22
gRNA-No-01328	0	0	0	0	0	0
gRNA-No-01329	90	138	35	195	61	28
gRNA-No-01330	1	11	3	61	5	9
gRNA-No-42877	257	389	117	571	227	154
gRNA-No-01332	0	0	0	0	0	0
gRNA-No-01333	30	49	8	48	13	28
gRNA-No-42878	0	0	0	0	0	0
gRNA-No-42879	0	0	0	0	0	0
gRNA-No-01336	0	0	0	0	0	0
gRNA-No-20510	0	0	0	0	0	0
gRNA-No-01338	81	125	32	174	59	57
gRNA-No-01340	20	49	16	175	59	64
gRNA-No-01341	21	41	15	79	0	2
gRNA-No-01342	23	38	5	14	14	14
gRNA-No-01343	59	74	13	89	44	50
gRNA-No-01345	17	22	0	2	18	15
gRNA-No-01346	262	302	179	817	142	127
gRNA-No-01347	9	9	22	73	14	14
gRNA-No-49654	13	114	8	156	18	71
gRNA-No-01348	38	47	14	178	22	8
gRNA-No-50865	59	46	29	190	218	184
gRNA-No-07666	21	17	16	171	14	21
gRNA-No-01351	174	248	151	740	125	125
gRNA-No-01352	115	286	92	642	223	376
gRNA-No-01353	11	17	14	47	23	31
gRNA-No-01354	22	29	6	22	31	37
gRNA-No-01355	26	24	15	52	35	57
gRNA-No-01356	6	18	4	23	7	6
gRNA-No-01357	57	43	19	93	61	88
gRNA-No-01358	124	186	77	380	86	80
gRNA-No-01359	0	0	0	0	0	0
gRNA-No-01360	68	200	62	691	156	338
gRNA-No-01361	270	415	157	788	395	278
gRNA-No-01362	34	61	23	120	14	6
gRNA-No-01363	13	50	1	7	7	3
gRNA-No-01364	139	138	72	322	169	201
gRNA-No-01365	0	0	0	0	0	0
gRNA-No-01366	11	9	11	28	22	2
gRNA-No-01367	20	40	9	77	8	9
gRNA-No-01369	91	172	83	290	193	172
gRNA-No-09119	46	57	10	75	30	28
gRNA-No-01370	8	82	0	130	5	22
gRNA-No-01371	34	62	7	38	44	28
gRNA-No-01372	93	110	24	118	117	107
gRNA-No-01373	61	72	8	72	151	92
gRNA-No-01374	0	0	0	0	0	0
gRNA-No-01375	57	52	16	157	82	64
gRNA-No-01376	144	233	64	227	182	199
gRNA-No-01377	14	41	25	92	53	49
gRNA-No-01378	144	146	39	141	79	66
gRNA-No-01379	3	3	1	6	2	8
gRNA-No-01380	0	0	0	0	0	0
random-grna-no-00214	186	230	95	446	162	150
gRNA-No-42895	57	69	16	122	63	63
gRNA-No-01384	26	26	2	27	24	6
gRNA-No-08961	111	160	43	250	42	50
gRNA-No-01387	430	638	168	817	311	291
gRNA-No-50866	0	0	0	0	1	0
gRNA-No-01388	0	0	0	2	0	0
gRNA-No-01389	6	18	29	159	18	11
gRNA-No-01391	9	10	0	4	18	11
gRNA-No-08032	34	31	9	59	21	18
gRNA-No-01393	22	22	20	99	34	23
gRNA-No-08035	0	0	0	0	0	0
gRNA-No-01396	0	0	0	0	0	0
gRNA-No-08043	11	99	3	148	21	118
gRNA-No-01399	9	24	8	9	0	0
gRNA-No-01400	59	97	0	9	11	11
gRNA-No-01401	30	27	9	81	82	97
gRNA-No-01402	3	0	1	0	0	0
gRNA-No-01403	152	129	108	496	132	112
gRNA-No-01404	0	5	1	6	0	0
gRNA-No-01405	3	5	26	133	26	34
gRNA-No-01406	24	182	7	157	31	137
gRNA-No-01407	9	19	19	87	33	48
gRNA-No-01408	114	100	13	55	39	20
gRNA-No-42906	8	15	18	88	4	12
gRNA-No-17300	448	726	184	1068	390	428
gRNA-No-01414	203	289	96	420	132	119
gRNA-No-01417	3	7	0	3	17	4
gRNA-No-01418	0	0	0	0	0	0
gRNA-No-01419	0	0	0	0	0	0
gRNA-No-01420	114	154	53	225	126	116
gRNA-No-01421	0	0	0	0	0	0
gRNA-No-01422	0	0	0	0	0	0
gRNA-No-01423	51	50	6	64	90	75
gRNA-No-01424	219	320	108	537	313	270
gRNA-No-01425	105	104	51	149	87	49
gRNA-No-16762	0	0	0	0	0	0
gRNA-No-01427	28	32	15	56	91	83
gRNA-No-08337	78	101	20	122	59	62
gRNA-No-01429	24	32	21	86	25	16
gRNA-No-01430	0	0	0	0	0	0
gRNA-No-01431	0	0	0	0	0	0
gRNA-No-08360	19	28	9	38	11	16
